,Date,Document_Name,Category,File_Path,File_Size,Checksum_SHA256,Page_Count,Evidence_ID,Bates_Start,Bates_End,Bates_Status,Exhibit_ID
147,2025-11-02 22:52:50-0600,2024-05-27 - Board Resolution of ARIBIA LLC Jones Loan.docx,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-05-27 - Board Resolution of ARIBIA LLC Jones Loan.docx,2677944,ae053fcfce32086a4f80ef5e790b8c09a58acb3b305bce49e29c1f41b6696a1a,,,,,,
148,2025-11-02 22:52:50-0600,2024-05-27 - DEED OF TRUST ARIBIA LLC x JONES.docx,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-05-27 - DEED OF TRUST ARIBIA LLC x JONES.docx,3629359,5c84049e392c34e6b9196c5df1fb918ff3341f1b7d23d5eec6d672d2363758f2,,,,,,
149,2025-11-02 22:52:50-0600,2024-05-27 - PROMISSORY NOTE ARIBIA LLC x JONES updated.docx,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-05-27 - PROMISSORY NOTE ARIBIA LLC x JONES updated.docx,4874762,7bd913438df419dcc38464673155b392ace6818bf54e6530020a896331a40f3a,,,,,,
150,2025-11-02 22:52:50-0600,2024-05-27 - PROMISSORY NOTE ARIBIA LLC x JONES updated.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-05-27 - PROMISSORY NOTE ARIBIA LLC x JONES updated.pdf,235741,a6d58aec6be3f5928482a562e07105970916625d4261a5fca5746a1470a42655,,,,,,
151,2025-11-02 22:52:50-0600,2024-05-27 - PROMISSORY NOTE ARIBIA LLC x JONES.docx,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-05-27 - PROMISSORY NOTE ARIBIA LLC x JONES.docx,3517383,3ea492baa398dfe87d52354f241bd10b32df601bad3ccd9c693f0b6d1e75db41,,,,,,
153,2025-11-02 22:52:50-0600,Agreement - ARIBIA LLC and NIcholas Bianchi Property Manager.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Agreement - ARIBIA LLC and NIcholas Bianchi Property Manager.pdf,403845,0c396fb62e98efb02563ecea96146d3529ccc95ce8efed321e5be82f0a1bf362,,,,,,
154,2025-11-02 22:52:50-0600,Aribia LLC Huntington National Bank to date.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Aribia LLC Huntington National Bank to date.pdf,74541,5ae122a5d403b60628ee79db74508978b0ff7c5f781386827404dd744a3d136c,,,,,,
156,2025-11-02 22:52:50-0600,Board Resolution of ARIBIA LLC 2.docx,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Board Resolution of ARIBIA LLC 2.docx,2675571,00b0f4f41821e15d15b7ced6356f0d7a8f6ffa635d95b846545f23b9e9fd4872,,,,,,
157,2025-11-02 22:52:50-0600,Board Resolution of ARIBIA LLC.docx,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Board Resolution of ARIBIA LLC.docx,2677928,8eee5873370c817ee3c576669072cb5f301076e13e4437eb0284fc3bb38a5875,,,,,,
158,2025-11-02 22:52:50-0600,Board Resolution of ARIBIA LLC.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Board Resolution of ARIBIA LLC.pdf,115633,d02e12bb3377d3d126fb6ed552c35e3018f094723a87be6815c54eb1f6aff6da,,,,,,
159,2025-11-02 22:52:50-0600,Carta de instruccio╠ünes F4 ARIBIA LLC 77.000 USD 13.07.23 (2).pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Carta de instruccio╠ünes F4 ARIBIA LLC 77.000 USD 13.07.23 (2).pdf,137952,cabf62f870edf4842479fdc28af6ebfb3bca35631d9d0b0a1c5e2123a5968472,,,,,,
160,2025-11-02 22:52:50-0600,Carta de instruccio╠ünes F4 ARIBIA LLC 77.000 USD 13.07.23.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Carta de instruccio╠ünes F4 ARIBIA LLC 77.000 USD 13.07.23.pdf,274148,e03dcedb3019e744dd10eeff344fe45ea36f90b9788d4e5212f248e4ace5b6aa,,,,,,
164,2025-11-02 22:52:50-0600,F4 ARIBIA LLC 77.000 USD 13.07.2023.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/F4 ARIBIA LLC 77.000 USD 13.07.2023.pdf,274859,5d604627bb49b5bb05a68c4698a11b6063fca7ea63211715133575ee349469c5,,,,,,
170,2025-11-02 22:52:50-0600,Receipt - apps.ilsos.gov llcassumedadoptname .jsp.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Receipt - apps.ilsos.gov llcassumedadoptname .jsp.pdf,133298,817d6a96f9c3392a36fb9d3616435e6b19e72bae9d1df527c190f4aac1d18456,,,,,,
171,2025-11-02 22:52:51-0600,Backup of Board Resolution of ARIBIA LLC.docx,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Backup of Board Resolution of ARIBIA LLC.docx,8108821,52cce8469d6d00034913b79018e2c08b922acfd3d6282d982d1e1389a4af7ab9,,,,,,
181,2025-11-02 22:52:56-0600,2024-10-03 - robinhood 2023 year end statement 15 36 51.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-10-03 - robinhood 2023 year end statement 15 36 51.pdf,69121,47d09b10073efee522b75e15ab45bd60ad199280edd50ddd2aafd56980ab7d40,,,,,,
182,2025-11-02 22:52:56-0600,2024-10-03 - SOFI MORTGAGE DETAIL HISTORY 15 36 52.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-10-03 - SOFI MORTGAGE DETAIL HISTORY 15 36 52.pdf,93811,ba26c4e00332ca9ddfc7fcb00cfa917d32d0845d5e96a6a9ebfd28ad747cc96a,,,,,,
185,2025-11-02 22:52:56-0600,2024-10-03 - Webull 2023 crypto account statement 15 36 46.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-10-03 - Webull 2023 crypto account statement 15 36 46.pdf,106224,b58e80a0067708f013bfa18341cd2775c4e47ded19873cdcdf38910b93b65557,,,,,,
190,2025-11-02 22:53:12-0600,2025-01-06 - Nicholas Bianchi POA Colombia 3075449 1.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2025-01-06 - Nicholas Bianchi POA Colombia 3075449 1.pdf,1610470,e19dd83ee4e37aa15d1f06d3ab3fde82198b3f978f52c3c6137656a0bd57f67b,,,,,,
194,2025-11-02 22:53:23-0600,Recent Payments Printout 1.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Recent Payments Printout 1.pdf,265961,9eb4a055a42ecc6d43590d4469fdf4361935f93108645a6b0017d9ae5a7c9751,,,,,,
195,2025-11-02 22:53:23-0600,Recent Payments Printout 2.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Recent Payments Printout 2.pdf,252459,2e25cc08f5d1636e60a4478411ae9ed0860e634f9f412828b8e6b93ca7550659,,,,,,
196,2025-11-02 22:53:23-0600,Recent Payments Printout 3.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Recent Payments Printout 3.pdf,216856,f199966e37e6ebb637abbd126e82a3cad3fc13aae8c5ebced3c86605fd2d9397,,,,,,
198,2025-11-02 22:53:38-0600,2022-12-09 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2022-12-09 - Statement.PDF,11659,c66b8c4f18f1a9c8ebd10c6d313af5e961fefc1ce7064079caa287f799497a6b,,,,,,
199,2025-11-02 22:53:38-0600,2023-01-11 - Statement (1).PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-01-11 - Statement (1).PDF,11873,f9d04ba67bca15ebf1ba24ecfbf31639147112c4b9db781f18f32934bca9cf64,,,,,,
200,2025-11-02 22:53:38-0600,2023-01-11 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-01-11 - Statement.PDF,11187,e62ab594a71e34ec5eb033ad411cae40791f6eb02b11cce25571df4f96aa7ac3,,,,,,
203,2025-11-02 22:53:38-0600,2023-03-10 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-03-10 - Statement.PDF,11678,b828d353f1e1e87de6089aa60dc09df8ecd52b96fb54ca9fd0ab6ed085f6d672,,,,,,
204,2025-11-02 22:53:38-0600,2023-04-11 - Statement (1).PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-04-11 - Statement (1).PDF,12100,adb43530675039c385b2b0a03fe5e78fb7b2f32d19f14808398b5e6e745a3f56,,,,,,
205,2025-11-02 22:53:38-0600,2023-04-11 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-04-11 - Statement.PDF,11148,9e0fba95432a727ca6c209690a10c3ae3e644492b0b971ae186a172ed68b1cab,,,,,,
206,2025-11-02 22:53:38-0600,2023-05-11 - Statement (2).PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-05-11 - Statement (2).PDF,11964,4b3138d7200b4d2fbd2c90eca899e82dbe9d148902970cc51f553a3d766215de,,,,,,
207,2025-11-02 22:53:38-0600,2023-05-11 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-05-11 - Statement.PDF,11342,84b39bd976cc6a61347a8dc898a0b8087ca4826a382b020adb03e56d3a869f84,,,,,,
208,2025-11-02 22:53:38-0600,2023-06-09 - Statement (1).PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-06-09 - Statement (1).PDF,11500,d7895290450b7b75afc8c89a0be22d44bffae2a5c5ce4cf852cb6644e7c2c0d5,,,,,,
209,2025-11-02 22:53:38-0600,2023-06-09 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-06-09 - Statement.PDF,11557,e6f0af7544117c2904c310eeb30db1a514ab92b877545a5557a5cf5dc6cd1d96,,,,,,
211,2025-11-02 22:53:38-0600,2023-07-11 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-07-11 - Statement.PDF,12075,fd199487959a17f8379e607756c74fa3d56297b642c23bab4e6b76948000fdb1,,,,,,
212,2025-11-02 22:53:38-0600,2023-08-11 - Statement (1).PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-08-11 - Statement (1).PDF,11747,c576a97ada368a878556d20aad5e8612bc7e3dad8b8edb63af05554fb948957f,,,,,,
213,2025-11-02 22:53:38-0600,2023-08-11 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-08-11 - Statement.PDF,10370,b73bd032610edff115cbe57d43838583ffa30d00184cf1e87a380e558b116319,,,,,,
214,2025-11-02 22:53:38-0600,2023-09-11 - Statement (1).PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-09-11 - Statement (1).PDF,12084,69e23d4ed58ce5fc1911846bb6708afb9d96d6f2a450bf979640e91fc86026a0,,,,,,
215,2025-11-02 22:53:38-0600,2023-09-11 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-09-11 - Statement.PDF,11736,bdd26e4e7796d4d6a639e8b916c8dff2a7a3d8eb57033c4c19dd8de29278f9fa,,,,,,
216,2025-11-02 22:53:38-0600,2023-10-11 - Statement (1).PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-10-11 - Statement (1).PDF,10644,f700f071a66f05f804438ebe28b2ed80ad29f913eeb81138ffe1b305ec41387b,,,,,,
217,2025-11-02 22:53:38-0600,2023-10-11 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-10-11 - Statement.PDF,10377,516907d9415659469377d5ae324741591fcf344bdf5ac7acfd49c54f3754a9cb,,,,,,
219,2025-11-02 22:53:38-0600,2023-11-10 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-11-10 - Statement.PDF,10369,db07806237626c65eb89c4085a62519010e2bea778b706c699e4a52a591b2e2e,,,,,,
221,2025-11-02 22:53:38-0600,2023-12-11 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-12-11 - Statement.PDF,10927,b20cdae23860dd873e3c27efbdecc6ac5dec83e8534df96d320c1ca71c64a058,,,,,,
222,2025-11-02 22:53:38-0600,2024-01-11 - Statement (1).PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-01-11 - Statement (1).PDF,17352,9935b7a83a5876fe006db9dbc3123b677b9cafadfc5c578760b16de09fce27b3,,,,,,
223,2025-11-02 22:53:38-0600,2024-01-11 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-01-11 - Statement.PDF,12301,a15f5bef6c40f220f1b95a2e259168c04a0ff8b984eb14b07cc17f797c20c869,,,,,,
225,2025-11-02 22:53:38-0600,2024-02-09 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-02-09 - Statement.PDF,12509,7e05376209b1697bd3bbbea72a4cfd7b48e530a8c3281707f3e2054fd670cd0d,,,,,,
226,2025-11-02 22:53:38-0600,2024-03-11 - Statement (1).PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-03-11 - Statement (1).PDF,12538,a6dec1d398b3fcee1a99b02e2f0116cd4af7bfcc3d63392d4c9215658df61b6c,,,,,,
227,2025-11-02 22:53:38-0600,2024-03-11 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-03-11 - Statement.PDF,12439,2cd1d18e9e13922234000a3fe986eea98876811be88c93b9708038a4bf41521a,,,,,,
228,2025-11-02 22:53:38-0600,2024-04-11 - Statement (1).PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-04-11 - Statement (1).PDF,11526,a436bfb23c65750560762d401a2e4438a4637eafb0af67695741d4d46a25541a,,,,,,
229,2025-11-02 22:53:38-0600,2024-04-11 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-04-11 - Statement.PDF,11709,aee1601c4eeb53628996a7950b43e1e1c30f41ae4d74447863b78e280ff8df69,,,,,,
232,2025-11-02 22:53:38-0600,2024-05-10 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-05-10 - Statement.PDF,12187,daaccccb5bef678b4701906cd6bdb641087d0b3b2ce623c4fe75270b023eb7b2,,,,,,
233,2025-11-02 22:53:38-0600,2024-05-20 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-05-20 - Statement.PDF,11964,d7d58545a0c78e56c861ee4db25ed55ab6c9597fdeea84f378f238ca2b01a896,,,,,,
234,2025-11-02 22:53:38-0600,2024-06-11 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-06-11 - Statement.PDF,12292,61ce86813a8faab1b5525e8e3f0416713df0a48d3925013a7e079b4d0d796593,,,,,,
235,2025-11-02 22:53:38-0600,2024-07-11 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-07-11 - Statement.PDF,11522,0e09723ff6d14fdb409fed1759eee543875fecb34d59ca52378a999ac2d1b7ef,,,,,,
236,2025-11-02 22:53:38-0600,2024-08-09 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-08-09 - Statement.PDF,10850,1ed1d79825387f2daab971f7b33403dc7d0268a54a0ab8a47b1097180e33c29d,,,,,,
237,2025-11-02 22:53:38-0600,2024-09-11 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-09-11 - Statement.PDF,11162,e4fec778e7a6d377f8ddd8659b96ccd1b1aef4849296a99abd06a57ca223ac61,,,,,,
238,2025-11-02 22:53:38-0600,2024-10-11 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-10-11 - Statement.PDF,12730,0b8d8bb21b895b0e7d156cebf9912043d2f6b5ce37b0ebfcf4e857f3b38711b4,,,,,,
239,2025-11-02 22:53:38-0600,2024-11-08 - Statement.PDF,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-11-08 - Statement.PDF,11598,593085589343658af5fad7123aa4e5d26d1dc12dcc6f15bac17f6a3f5243d8ec,,,,,,
240,2025-11-02 22:53:47-0600,2024-10-21 - ARIBIA LLC1 14 25 58.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-10-21 - ARIBIA LLC1 14 25 58.pdf,19300,1d9d84d9e918dc6a63dbeb7638ab4fa7b86c4520089f5ca980c3e71e1189b271,,,,,,
241,2025-11-02 22:53:47-0600,2024-10-21 - ARIBIA LLC2 14 26 08.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-10-21 - ARIBIA LLC2 14 26 08.pdf,20668,3bea878ea1cacf443b031e3e15a1e4d3966515fc4412b0b24315af07d156c7c7,,,,,,
242,2025-11-02 22:53:47-0600,2024-10-21 - ARIBIA LLC3 14 26 13.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-10-21 - ARIBIA LLC3 14 26 13.pdf,29129,a2d2f43292ad046498b95b882ee99c515bbd5f0ba8c67c93dc8d20c2399ee616,,,,,,
254,2025-11-02 22:54:13-0600,2024-11-15 - Colombia LETTER OF ENGAGEMENT ARIBIA LLC 21 53 01.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-11-15 - Colombia LETTER OF ENGAGEMENT ARIBIA LLC 21 53 01.pdf,221043,1aea5882b9d07582e903c88ead17a23598a44d0e0b9b772518743f24e4618130,,,,,,
256,2025-11-02 22:54:13-0600,Agreement - US Attorney Engagement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Agreement - US Attorney Engagement.pdf,1509729,f4e02a6c17ca56cc9204c4b4ab9288e8ef39b671aaeb01eee9b485a8af83509a,,,,,,
259,2025-11-02 22:54:31-0600,2022-08-01 - Aribia LLC Membership Certificate Bianchi (1).pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2022-08-01 - Aribia LLC Membership Certificate Bianchi (1).pdf,1065123,cacc5b151cffac970de55a26c762df016ca49450f738175339a49a0556830b16,,,,,,
275,2025-11-02 22:55:11-0600,2024-11-30 - Member Resolution Sharon Jones Authority 2.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-11-30 - Member Resolution Sharon Jones Authority 2.pdf,470956,3cc8167ec84cee7f5d72b04733c783c28a0bb42b18466cc6b9434756bc94046c,,,,,,
278,2025-11-02 22:55:11-0600,KendallPattersonStatement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/KendallPattersonStatement.pdf,249605,66c4193e965f15d240dc782f208554b231b8ea32e8d67ead7a6a7638774c5b2d,,,,,,
282,2025-11-02 22:55:12-0600,2022-07-15 - ARIBIA LLC ARTICLES OF ORGANIZATION.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2022-07-15 - ARIBIA LLC ARTICLES OF ORGANIZATION.pdf,171750,82235c045f8a03e6e508f1ed3c60c155097e51262a09dfe78c277a9f5d27ecde,,,,,,
290,2025-11-02 22:55:12-0600,2024-03-04 - Agreement - Bianchi Side Settlement.docx,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-03-04 - Agreement - Bianchi Side Settlement.docx,54417,187a2e45e418d89e0de675014627205ea00e3eee533aaddd4d51b340c51f323d,,,,,,
293,2025-11-02 22:55:12-0600,2024-08-23 - Formalizing Your Role and Next Steps for Aribia LLC.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-08-23 - Formalizing Your Role and Next Steps for Aribia LLC.pdf,80114,f5a4909eb0927bc402cb9cc74c97eb2570e048811382e32e4db4e8792afd81ac,,,,,,
295,2025-11-02 22:55:12-0600,2024-09-05 - Re Formal Review of Medelli╠ün Property Rent and Financial.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-09-05 - Re Formal Review of Medelli╠ün Property Rent and Financial.pdf,1844037,f325b860062f57952a796a5aff9d97a9b71f1476bd0fdb4b15ab07a447ad29bf,,,,,,
296,2025-11-02 22:55:12-0600,2024-09-05 - RLuisa e Final Notice Phone Payment Due Tomorrow ΓÇô Action.eml,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-09-05 - RLuisa e Final Notice Phone Payment Due Tomorrow ΓÇô Action.eml,7231,332d87e512d3bc88153596ef1bf88e341fd63d1fed2903bdefab97183e6c497a,,,,,,
297,2025-11-02 22:55:12-0600,2024-10-11 - Re Final Notice Phone Payment Due Tomorrow ΓÇô Action.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-10-11 - Re Final Notice Phone Payment Due Tomorrow ΓÇô Action.pdf,99915,b32512113cdd3757e3c35c2d2ed2df66792e6e36310cd01f97ffb6b79bfb047d,,,,,,
299,2025-11-02 22:55:12-0600,2024-10-18 - Re Service suspended for non payment.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-10-18 - Re Service suspended for non payment.pdf,185917,9b9122655a2e281924deaf7c958bbd47021052f4a23f44fefb08e4b7168107aa,,,,,,
303,2025-11-02 22:55:12-0600,2024-10-31 - Bianchi 550 W Surf #504 SoFi MORTGAGE STATEMENT.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-10-31 - Bianchi 550 W Surf #504 SoFi MORTGAGE STATEMENT.pdf,74561,517f0dfb791a06f322767fa30f5d59907b2daa96a7eba70f24252a4d78f59efc,,,,,,
304,2025-11-02 22:55:12-0600,2024-10-31 - Final Demand for Payment 02 15 53.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-10-31 - Final Demand for Payment 02 15 53.pdf,129694,a1b0c450f2929c02b935a7934c11d7d65931a82b946fd9bc170d062df522b8de,,,,,,
305,2025-11-02 22:55:12-0600,2024-11-19 - Corporate Filiing Termination ARIBIA LLC LAKESIDE LOFT.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-11-19 - Corporate Filiing Termination ARIBIA LLC LAKESIDE LOFT.pdf,222726,cb3f9dfc9101a6226e389db070288f7e574417f5592ec58be7816e25e6c288eb,,,,,,
306,2025-11-02 22:55:12-0600,2024-11-19 - LLC SERIES TerminationsWithdrawal.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-11-19 - LLC SERIES TerminationsWithdrawal.pdf,139767,187c6f9a11274d52b7edeb442450985435026b0dcc1cf641286dbd9bc6cacad1,,,,,,
